title,date,subject,gilligan_related,url,author,section,subject_type,notes
What Happened This Week On,2020-03-23T14:00:25+00:00,,review,https://www.slashfilm.com/573069/westworld-the-winter-line-review/,,,,Automated collection; review subject and Gilligan flag manually.
Ethan Hawke Imagines A Fourth,2020-03-23T14:30:34+00:00,,review,https://www.slashfilm.com/573070/ethan-hawke-fourth-before-movie/,,,,Automated collection; review subject and Gilligan flag manually.
,2020-03-23T15:00:07+00:00,,review,https://www.slashfilm.com/573071/the-magicians-be-the-hyman-review/,,,,Automated collection; review subject and Gilligan flag manually.
There Was A Big,2020-03-23T15:30:21+00:00,,review,https://www.slashfilm.com/573076/westworld-game-of-thrones-cameo/,,,,Automated collection; review subject and Gilligan flag manually.
Now Stream This:,2020-03-23T16:00:17+00:00,,review,https://www.slashfilm.com/573014/best-movies-streaming-right-now-fugitive/,,,,Automated collection; review subject and Gilligan flag manually.
Chinese Movie Theaters Start To Re-Open As Coronavirus Outbreak Slows - SlashFilm,2020-03-23T16:30:09+00:00,,review,https://www.slashfilm.com/573075/chinese-movie-theaters-re-open-coronavirus/,,,,Automated collection; review subject and Gilligan flag manually.
Revisiting,2020-03-23T17:00:49+00:00,,review,https://www.slashfilm.com/573073/white-fang-revisited/,,,,Automated collection; review subject and Gilligan flag manually.
,2020-03-23T17:30:26+00:00,,review,https://www.slashfilm.com/573079/the-daily-show-returns-on-comedy-central-this-week-late-night-with-seth-meyers-also-back-with-digital-editions/,,,,Automated collection; review subject and Gilligan flag manually.
The Clock Tower: The CW,2020-03-23T18:00:08+00:00,,review,https://www.slashfilm.com/573077/arrowverse-recap-for-march-23-2020/,,,,Automated collection; review subject and Gilligan flag manually.
Amazon Launches Prime Cinema For VOD Theatrical Releases As,2020-03-23T18:30:42+00:00,,review,https://www.slashfilm.com/573082/amazon-launches-prime-cinema-onward-tops-charts/,,,,Automated collection; review subject and Gilligan flag manually.
Theater Owners Angry At Universal About,2020-03-23T19:30:42+00:00,,review,https://www.slashfilm.com/573084/trolls-digital-release/,,,,Automated collection; review subject and Gilligan flag manually.
Never-Before-Released PaleyFest Panels For,2020-03-23T20:00:40+00:00,,review,https://www.slashfilm.com/573088/never-before-released-paleyfest-panels/,,,,Automated collection; review subject and Gilligan flag manually.
,2020-03-23T20:30:46+00:00,,review,https://www.slashfilm.com/573093/little-mermaid-remake-soundtrack-four-new-songs/,,,,Automated collection; review subject and Gilligan flag manually.
Russell T. Davies Will Release New,2020-03-23T21:00:43+00:00,,review,https://www.slashfilm.com/573087/doctor-who-15th-anniversary-rose-live-watch/,,,,Automated collection; review subject and Gilligan flag manually.
,2020-03-23T21:30:14+00:00,,review,https://www.slashfilm.com/573096/star-wars-labyrinth-tribute-rise-of-skywalker/,,,,Automated collection; review subject and Gilligan flag manually.
,2020-03-23T22:00:27+00:00,,review,https://www.slashfilm.com/573083/bad-boys-for-life-digital-release/,,,,Automated collection; review subject and Gilligan flag manually.
Amazon Makes More Than 40 Children,2020-03-23T22:30:37+00:00,,review,https://www.slashfilm.com/573085/childrens-shows-streaming-on-amazon-free/,,,,Automated collection; review subject and Gilligan flag manually.
"Michael Giacchino Has ""Total Freedom"" To Do Whatever He Wants With",2020-03-23T23:00:14+00:00,,review,https://www.slashfilm.com/573098/the-batman-score/,,,,Automated collection; review subject and Gilligan flag manually.
,2020-03-23T23:30:50+00:00,,review,https://www.slashfilm.com/573089/survive-trailer/,,,,Automated collection; review subject and Gilligan flag manually.
,2020-03-24T00:00:24+00:00,,review,https://www.slashfilm.com/573081/the-willoughbys-trailer/,,,,Automated collection; review subject and Gilligan flag manually.
Amazon Prime Delaying Shipment On Non-Essential Items (Like Movies) For Up To A Month - SlashFilm,2020-03-24T00:30:41+00:00,,review,https://www.slashfilm.com/573097/amazon-delivery-delay/,,,,Automated collection; review subject and Gilligan flag manually.
"Superhero Bits: Diamond Comics Halting All Shipments, Making Of Batwoman",2020-03-24T01:00:44+00:00,,review,https://www.slashfilm.com/573094/superhero-bits-1924/,,,,Automated collection; review subject and Gilligan flag manually.
The Morning Watch:,2020-03-24T12:00:04+00:00,,review,https://www.slashfilm.com/573102/the-morning-watch-lord-of-the-rings-with-lightsabers-ellens-kids-go-to-toy-fair-more/,,,,Automated collection; review subject and Gilligan flag manually.
Cool Stuff:,2020-03-24T13:00:52+00:00,,review,https://www.slashfilm.com/573104/aliens-power-loader-statue/,,,,Automated collection; review subject and Gilligan flag manually.
The Tokyo Olympics Have Been Postponed Until Summer 2021 Due To Coronavirus [Updated] - SlashFilm,2020-03-24T13:31:43+00:00,,review,https://www.slashfilm.com/573090/2020-olympics-postponed/,,,,Automated collection; review subject and Gilligan flag manually.
Now Scream This: Horror Movies About Pandemics And Quarantines You Can Stream Right Now - SlashFilm,2020-03-24T14:00:06+00:00,,review,https://www.slashfilm.com/573078/horror-movies-about-pandemics/,,,,Automated collection; review subject and Gilligan flag manually.
,2020-03-24T14:30:43+00:00,,review,https://www.slashfilm.com/573072/finn-wolfhard-talks-ghostbusters-afterlife/,,,,Automated collection; review subject and Gilligan flag manually.
,2020-03-24T15:00:27+00:00,,review,https://www.slashfilm.com/573103/better-call-saul-wexler-v-goodman-review/,,,,Automated collection; review subject and Gilligan flag manually.
Ann Bembi,2020-03-24T15:30:51+00:00,,review,https://www.slashfilm.com/573110/ann-bembi-wonder-woman-prints/,,,,Automated collection; review subject and Gilligan flag manually.
,2020-03-24T16:00:48+00:00,,review,https://www.slashfilm.com/573080/steven-universe-future-mr-universe-review/,,,,Automated collection; review subject and Gilligan flag manually.
People Are Getting Through Quarantine By Recreating Movie Scenes In,2020-03-24T16:30:22+00:00,,review,https://www.slashfilm.com/573095/animal-crossing-movie-scenes-recreations/,,,,Automated collection; review subject and Gilligan flag manually.
,2020-03-24T17:00:33+00:00,,review,https://www.slashfilm.com/573115/most-dangerous-game-trailer-official/,,,,Automated collection; review subject and Gilligan flag manually.
Netflix Viewership Up During Coronavirus; Current Production Halt Won,2020-03-24T17:30:26+00:00,,review,https://www.slashfilm.com/573092/netflix-viewership/,,,,Automated collection; review subject and Gilligan flag manually.
,2020-03-24T18:00:02+00:00,,review,https://www.slashfilm.com/573118/star-wars-the-rise-of-skywalker-creature-designer-neal-scanlan-on-creating-babu-frik-the-films-breakout-star/,,,,Automated collection; review subject and Gilligan flag manually.
First Look:,2020-03-24T18:30:16+00:00,,review,https://www.slashfilm.com/573099/peninsula-first-look/,,,,Automated collection; review subject and Gilligan flag manually.
,2020-03-24T19:00:12+00:00,,review,https://www.slashfilm.com/573122/wonder-woman-1984-release-date/,,,,Automated collection; review subject and Gilligan flag manually.
Read The Alternate,2020-03-24T19:30:04+00:00,,review,https://www.slashfilm.com/573106/alternate-zombieland-cameos-joe-pesci/,,,,Automated collection; review subject and Gilligan flag manually.
"Hollywood Coronavirus Cancellations: A List Of Film, TV, And Entertainment Events Impacted By Pandemic - SlashFilm",2020-03-24T19:45:58+00:00,,review,https://www.slashfilm.com/572867/hollywood-coronavirus-cancellations/,,,,Automated collection; review subject and Gilligan flag manually.
,2020-03-24T19:53:52+00:00,,review,https://www.slashfilm.com/573123/mandalorian-season-2-cast/,,,,Automated collection; review subject and Gilligan flag manually.
,2020-03-24T20:30:45+00:00,,review,https://www.slashfilm.com/573119/rise-of-skywalker-deleted-scene/,,,,Automated collection; review subject and Gilligan flag manually.
Director Brad Bird,2020-03-24T21:00:56+00:00,,review,https://www.slashfilm.com/573086/brad-birds-musical-movie/,,,,Automated collection; review subject and Gilligan flag manually.
"Water Cooler: Tiger King, Mortal Engines, Fullmetal Alchemist, The Parent Trap, Moulin Rouge, The Mask Of Zorro, Insert Coin & More - SlashFilm",2020-03-24T21:15:24+00:00,,review,https://www.slashfilm.com/573127/water-cooler-tiger-king-mortal-engines-fullmetal-alchemist-the-parent-trap-moulin-rouge-the-mask-of-zorro-insert-coin-more/,,,,Automated collection; review subject and Gilligan flag manually.
,2020-03-24T21:30:35+00:00,,review,https://www.slashfilm.com/573125/ray-winstone-black-widow-character/,,,,Automated collection; review subject and Gilligan flag manually.
"CBS All Access Is Offering A Free Trial For The Next Month, So Here",2020-03-24T21:56:07+00:00,,review,https://www.slashfilm.com/573129/cbs-all-access-free/,,,,Automated collection; review subject and Gilligan flag manually.
,2020-03-24T22:00:09+00:00,,review,https://www.slashfilm.com/573130/walking-dead-season-finale-postponed/,,,,Automated collection; review subject and Gilligan flag manually.
Watch Extended Previews Of New Digital Releases,2020-03-24T22:30:30+00:00,,review,https://www.slashfilm.com/573124/birds-of-prey-extended-preview/,,,,Automated collection; review subject and Gilligan flag manually.
,2020-03-24T23:00:54+00:00,,review,https://www.slashfilm.com/573113/mrs-america-teaser-battle-lines/,,,,Automated collection; review subject and Gilligan flag manually.
Contest: Enter To Win Digital Copies Of,2020-03-24T23:00:55+00:00,,review,https://www.slashfilm.com/573050/spy-who-dumped-me-judy-a-simple-favor-the-hunger-games-bombshell-giveaway/,,,,Automated collection; review subject and Gilligan flag manually.
SXSW 2020 Award Winners:,2020-03-24T23:45:51+00:00,,review,https://www.slashfilm.com/573128/sxsw-2020-award-winners/,,,,Automated collection; review subject and Gilligan flag manually.
,2020-03-25T00:00:52+00:00,,review,https://www.slashfilm.com/573091/the-great-trailer/,,,,Automated collection; review subject and Gilligan flag manually.
Austin Drive-In Theater Comes To The Rescue Of SXSW Shorts After Festival Cancelation - SlashFilm,2020-03-25T00:30:47+00:00,,review,https://www.slashfilm.com/573120/sxsw-shorts-austin-drive-in-theater/,,,,Automated collection; review subject and Gilligan flag manually.
,2020-03-25T00:30:50+00:00,,review,https://www.slashfilm.com/573112/coffee-and-kareem-trailer/,,,,Automated collection; review subject and Gilligan flag manually.
Superhero Bits: Sam Raimi,2020-03-25T01:00:40+00:00,,review,https://www.slashfilm.com/573121/superhero-bits-1925/,,,,Automated collection; review subject and Gilligan flag manually.
"/Filmcast Ep. 560 - Judgment Night (GUEST: Dan Trachtenberg, Director Of 10 Cloverfield Lane) - SlashFilm",2020-03-25T03:00:24+00:00,,review,https://www.slashfilm.com/573101/filmcast-ep-560-judgment-night-guest-dan-trachtenberg-director-of-10-cloverfield-lane/,,,,Automated collection; review subject and Gilligan flag manually.
"The Morning Watch: Make Harry Potter Potions At Home, Fact-Checking Space Movies & More - SlashFilm",2020-03-25T12:00:58+00:00,,review,https://www.slashfilm.com/573126/the-morning-watch-make-harry-potter-potions-at-home-fact-checking-space-movies-more/,,,,Automated collection; review subject and Gilligan flag manually.
,2020-03-25T13:00:08+00:00,,review,https://www.slashfilm.com/573132/star-wars-the-rise-of-skywalker-honest-trailer/,,,,Automated collection; review subject and Gilligan flag manually.
The Quarantine Stream: Netflix,2020-03-25T14:00:32+00:00,,review,https://www.slashfilm.com/573111/the-quarantine-stream-netflixs-formula-1-drive-to-survive-is-one-of-the-greatest-sports-documentary-series-ever-made/,,,,Automated collection; review subject and Gilligan flag manually.
"YouTube Limits Video Quality, Netflix Suspends Phone Customer Support Amid Coronavirus Crisis - SlashFilm",2020-03-25T14:30:24+00:00,,review,https://www.slashfilm.com/573133/streaming-services-during-coronavirus/,,,,Automated collection; review subject and Gilligan flag manually.
"Stuart Gordon, Horror Legend Who Directed",2020-03-25T15:30:32+00:00,,review,https://www.slashfilm.com/573136/stuart-gordon-obit/,,,,Automated collection; review subject and Gilligan flag manually.
TCM Classic Film Festival And The Found Footage Festival Holding Special At-Home Editions - SlashFilm,2020-03-25T16:30:25+00:00,,review,https://www.slashfilm.com/573135/film-festival-at-home-editions-tcm-classic-found-footage-festival/,,,,Automated collection; review subject and Gilligan flag manually.
Mickey And Minnie,2020-03-25T17:00:53+00:00,,review,https://www.slashfilm.com/573074/mickey-and-minnies-runaway-railway-songwriters-interview/,,,,Automated collection; review subject and Gilligan flag manually.
Coronavirus Updates: Chinese Theaters To Re-Release,2020-03-25T17:30:57+00:00,,review,https://www.slashfilm.com/573141/coronavirus-updates-entertainment-china-uk-animation/,,,,Automated collection; review subject and Gilligan flag manually.
"Patty Jenkins Is ""Super Grateful"" She Didn",2020-03-25T18:00:50+00:00,,review,https://www.slashfilm.com/573145/patty-jenkins-on-thor-2/,,,,Automated collection; review subject and Gilligan flag manually.
,2020-03-25T18:30:45+00:00,,review,https://www.slashfilm.com/573134/predator-hunting-grounds-trailers/,,,,Automated collection; review subject and Gilligan flag manually.
David Fincher Gave A Video Masterclass To Quarantined Film Students - SlashFilm,2020-03-25T19:00:23+00:00,,review,https://www.slashfilm.com/573143/david-fincher-masterclass/,,,,Automated collection; review subject and Gilligan flag manually.
"The Doctor Is In: Jodie Whittaker Urges People To ""Be Kind"" And ""Listen To Science"" As Her",2020-03-25T19:30:51+00:00,,review,https://www.slashfilm.com/573138/jodie-whittaker-doctor-who-coronavirus-message/,,,,Automated collection; review subject and Gilligan flag manually.
,2020-03-25T20:00:58+00:00,,review,https://www.slashfilm.com/573146/angry-birds-summer-madness-announcement/,,,,Automated collection; review subject and Gilligan flag manually.
"Daily Podcast: How The Coronavirus Is Changing Cinema & TV, The Mandalorian Casting, Black Widow, - SlashFilm",2020-03-25T20:15:03+00:00,,review,https://www.slashfilm.com/573152/daily-podcast-how-the-coronavirus-is-changing-cinema-tv-the-mandalorian-casting-black-widow/,,,,Automated collection; review subject and Gilligan flag manually.
,2020-03-25T21:00:29+00:00,,review,https://www.slashfilm.com/573147/stranger-things-4-premiere-david-harbour/,,,,Automated collection; review subject and Gilligan flag manually.
,2020-03-25T21:30:01+00:00,,review,https://www.slashfilm.com/573139/the-conjuring-3-and-the-trench/,,,,Automated collection; review subject and Gilligan flag manually.
AMC Theatres Has Furloughed Its Entire Corporate Staff And CEO In The Wake Of Coronavirus Closures - SlashFilm,2020-03-25T21:48:42+00:00,,review,https://www.slashfilm.com/573156/amc-corporate-staff/,,,,Automated collection; review subject and Gilligan flag manually.
All Of,2020-03-25T22:00:08+00:00,,review,https://www.slashfilm.com/573150/samurai-jack-streaming-free-adult-swim/,,,,Automated collection; review subject and Gilligan flag manually.
,2020-03-25T22:30:38+00:00,,review,https://www.slashfilm.com/573142/solar-opposites-trailer/,,,,Automated collection; review subject and Gilligan flag manually.
,2020-03-25T23:00:41+00:00,,review,https://www.slashfilm.com/573148/defending-jacob-trailer/,,,,Automated collection; review subject and Gilligan flag manually.
Mondo Has Released A Vinyl Version Of The,2020-03-25T23:30:18+00:00,,review,https://www.slashfilm.com/573155/sorry-to-bother-you-soundtrack/,,,,Automated collection; review subject and Gilligan flag manually.
Most SXSW Short Films Are Now Streaming For Free - SlashFilm,2020-03-26T00:00:44+00:00,,review,https://www.slashfilm.com/573151/sxsw-short-films/,,,,Automated collection; review subject and Gilligan flag manually.
Rian Johnson Has Shared The,2020-03-26T00:30:22+00:00,,review,https://www.slashfilm.com/573117/knives-out-script-now-online/,,,,Automated collection; review subject and Gilligan flag manually.
Superhero Bits:,2020-03-26T01:00:35+00:00,,review,https://www.slashfilm.com/573144/superhero-bits-1926/,,,,Automated collection; review subject and Gilligan flag manually.
The Morning Watch: Stuntmen React To,2020-03-26T12:00:32+00:00,,review,https://www.slashfilm.com/573154/the-morning-watch-stuntmen-react-to-captain-america-the-winter-soldier-why-mask-of-zorro-is-great-more/,,,,Automated collection; review subject and Gilligan flag manually.
,2020-03-26T13:00:24+00:00,,review,https://www.slashfilm.com/573158/strange-brew-wbob-and-doug-mckenzie-statues/,,,,Automated collection; review subject and Gilligan flag manually.
The Quarantine Stream:,2020-03-26T14:00:02+00:00,,review,https://www.slashfilm.com/573131/the-quarantine-stream-curb-your-enthusiasm-is-a-pretty-pretty-pretty-good-distraction-in-troubled-times/,,,,Automated collection; review subject and Gilligan flag manually.
20th Century Studios,2020-03-26T14:30:06+00:00,,review,https://www.slashfilm.com/573160/downhill-the-call-of-the-wild-on-digital-early/,,,,Automated collection; review subject and Gilligan flag manually.
Cool Stuff:,2020-03-26T15:00:14+00:00,,review,https://www.slashfilm.com/573164/the-mandalorian-prints-by-dave-perillo-and-christian-waggoner/,,,,Automated collection; review subject and Gilligan flag manually.
,2020-03-26T15:30:00+00:00,,review,https://www.slashfilm.com/573161/exclusive-vfw-featurette/,,,,Automated collection; review subject and Gilligan flag manually.
An Ongoing List Of Movies Being Released Early On Digital Due To The Coronavirus - SlashFilm,2020-03-26T15:45:53+00:00,,review,https://www.slashfilm.com/573012/coronavirus-early-digital-releases-list/,,,,Automated collection; review subject and Gilligan flag manually.
Working From Home 101: Useful Tips And Advice From The /Film Staff - SlashFilm,2020-03-26T16:00:48+00:00,,review,https://www.slashfilm.com/573149/working-from-home-advice/,,,,Automated collection; review subject and Gilligan flag manually.
How Much Federal Aid Will Movie Theaters Receive From The $2 Trillion Coronavirus Stimulus Bill? - SlashFilm,2020-03-26T16:30:57+00:00,,review,https://www.slashfilm.com/573163/movie-theaters-federal-aid-coronavirus-stimulus-senate-bill/,,,,Automated collection; review subject and Gilligan flag manually.
,2020-03-26T17:00:08+00:00,,review,https://www.slashfilm.com/573162/the-magicians-the-balls-review/,,,,Automated collection; review subject and Gilligan flag manually.
Major Hollywood Studios Agree To Give Two Weeks Pay To Below-The-Line Workers Who Lost Their Jobs - SlashFilm,2020-03-26T17:30:54+00:00,,review,https://www.slashfilm.com/573168/studios-below-the-line-workers-pay-two-weeks-dga/,,,,Automated collection; review subject and Gilligan flag manually.
,2020-03-26T18:00:01+00:00,,review,https://www.slashfilm.com/573109/amazing-stories-showrunner-interview/,,,,Automated collection; review subject and Gilligan flag manually.
,2020-03-26T18:20:16+00:00,,review,https://www.slashfilm.com/572785/the-undoing-trailer-new/,,,,Automated collection; review subject and Gilligan flag manually.
"Xfinity And AT&T Making HBO, Cinemax, Starz, Showtime Epix & Other Premium Channels Free For A Limited Time - SlashFilm",2020-03-26T18:30:42+00:00,,review,https://www.slashfilm.com/573165/watch-hbo-for-free-and-other-premium-channels-on-xfinity-and-att/,,,,Automated collection; review subject and Gilligan flag manually.
,2020-03-26T19:00:32+00:00,,review,https://www.slashfilm.com/573172/late-night-shows-returning-soon/,,,,Automated collection; review subject and Gilligan flag manually.
,2020-03-26T19:30:29+00:00,,review,https://www.slashfilm.com/573166/portrait-of-a-lady-on-fire-streaming/,,,,Automated collection; review subject and Gilligan flag manually.
,2020-03-26T20:00:04+00:00,,review,https://www.slashfilm.com/573173/bad-education-trailer-new/,,,,Automated collection; review subject and Gilligan flag manually.
Cassian Andor Series To Bring Back Little-Seen Or Unused,2020-03-26T20:03:30+00:00,,review,https://www.slashfilm.com/573176/cassian-andor-unused-star-wars-creatures/,,,,Automated collection; review subject and Gilligan flag manually.
,2020-03-26T20:30:21+00:00,,review,https://www.slashfilm.com/573175/tiger-king-updates/,,,,Automated collection; review subject and Gilligan flag manually.
"Golden Globes Altering Eligibility Rules Due To Coronavirus Complications, Oscars And More Likely To Follow Suit - SlashFilm",2020-03-26T21:00:07+00:00,,review,https://www.slashfilm.com/573174/golden-globes-eligibility-rules-coronavirus/,,,,Automated collection; review subject and Gilligan flag manually.
,2020-03-26T21:05:04+00:00,,review,https://www.slashfilm.com/573178/loki-tv-series/,,,,Automated collection; review subject and Gilligan flag manually.
Here Are The 5 Movies Wes Anderson Had His,2020-03-26T21:30:57+00:00,,review,https://www.slashfilm.com/573108/wes-anderson-french-dispatch-cast-movies-watch-list/,,,,Automated collection; review subject and Gilligan flag manually.
The,2020-03-26T22:00:37+00:00,,review,https://www.slashfilm.com/573153/hellboy-reboot-failure/,,,,Automated collection; review subject and Gilligan flag manually.
,2020-03-26T22:30:19+00:00,,review,https://www.slashfilm.com/573169/tigertail-trailer/,,,,Automated collection; review subject and Gilligan flag manually.
Now THIS Is Podracing:,2020-03-26T23:00:55+00:00,,review,https://www.slashfilm.com/573167/star-wars-episode-i-racer-re-release/,,,,Automated collection; review subject and Gilligan flag manually.
,2020-03-26T23:30:52+00:00,,review,https://www.slashfilm.com/573182/warworld/,,,,Automated collection; review subject and Gilligan flag manually.
,2020-03-27T00:30:48+00:00,,review,https://www.slashfilm.com/573170/pooka-lives-trailer/,,,,Automated collection; review subject and Gilligan flag manually.
Superhero Bits:,2020-03-27T01:00:39+00:00,,review,https://www.slashfilm.com/573171/superhero-bits-1927/,,,,Automated collection; review subject and Gilligan flag manually.
The Morning Watch:,2020-03-27T12:00:38+00:00,,review,https://www.slashfilm.com/573180/the-morning-watch-star-trek-picard-easter-eggs-round-up-remembering-big-bad-beetleborgs-more/,,,,Automated collection; review subject and Gilligan flag manually.
,2020-03-27T13:00:14+00:00,,review,https://www.slashfilm.com/573183/free-cinelinx-print-and-play-game/,,,,Automated collection; review subject and Gilligan flag manually.
The Quarantine Stream: Take An Imaginary Trip To Italy With,2020-03-27T14:00:00+00:00,,review,https://www.slashfilm.com/573157/the-quarantine-stream-take-an-imaginary-trip-to-italy-with-roman-holiday/,,,,Automated collection; review subject and Gilligan flag manually.
George Miller Wants To Shoot,2020-03-27T14:30:13+00:00,,review,https://www.slashfilm.com/573184/furiosa-prequel-anya-taylor-joy/,,,,Automated collection; review subject and Gilligan flag manually.
,2020-03-27T15:00:29+00:00,,review,https://www.slashfilm.com/573193/star-wars-deal-no-deal-review/,,,,Automated collection; review subject and Gilligan flag manually.
China Closing All Movie Theaters Again To Keep Battling Coronavirus - SlashFilm,2020-03-27T15:30:43+00:00,,review,https://www.slashfilm.com/573192/chinese-movie-theaters-closing-again/,,,,Automated collection; review subject and Gilligan flag manually.
,2020-03-27T16:00:15+00:00,,review,https://www.slashfilm.com/573189/tales-from-the-loop-review/,,,,Automated collection; review subject and Gilligan flag manually.
Marvel,2020-03-27T16:30:32+00:00,,review,https://www.slashfilm.com/573198/marvel-production-still-working-remotely-doctor-strange-2-the-eternals/,,,,Automated collection; review subject and Gilligan flag manually.
Who Should Star In The Inevitable,2020-03-27T17:00:33+00:00,,review,https://www.slashfilm.com/573187/tiger-king-movie/,,,,Automated collection; review subject and Gilligan flag manually.
Cool Stuff: Hot Toys Releasing A Life-Size Baby Yoda Figure - SlashFilm,2020-03-27T17:30:29+00:00,,review,https://www.slashfilm.com/573203/hot-toys-life-size-baby-yoda-figure/,,,,Automated collection; review subject and Gilligan flag manually.
,2020-03-27T18:00:08+00:00,,review,https://www.slashfilm.com/573194/star-wars-the-clone-wars-deal-no-deal-breakdown/,,,,Automated collection; review subject and Gilligan flag manually.
,2020-03-27T18:30:27+00:00,,review,https://www.slashfilm.com/573200/killing-eve-season-3-trailer/,,,,Automated collection; review subject and Gilligan flag manually.
Netflix Hosting A,2020-03-27T19:00:29+00:00,,review,https://www.slashfilm.com/573199/big-mouth-live-table-read-online/,,,,Automated collection; review subject and Gilligan flag manually.
Neon Lands The U.S. Rights To Nicolas Cage Thriller,2020-03-27T19:30:10+00:00,,review,https://www.slashfilm.com/573191/neon-nicolas-cage-pig-us-distributor/,,,,Automated collection; review subject and Gilligan flag manually.
"Disneyland And Walt Disney World Will Remain Closed ""Until Further Notice"" [Updated] - SlashFilm",2020-03-27T19:41:18+00:00,,review,https://www.slashfilm.com/572883/disneyland-coronavirus/,,,,Automated collection; review subject and Gilligan flag manually.
"Everything Coming To Quibi In April, Including",2020-03-27T20:00:35+00:00,,review,https://www.slashfilm.com/573204/everything-coming-to-quibi-in-april-2020/,,,,Automated collection; review subject and Gilligan flag manually.
Daily Podcast: Let,2020-03-27T20:15:16+00:00,,review,https://www.slashfilm.com/573211/daily-podcast-lets-take-a-look-at-quibis-launch-line-up-of-shows/,,,,Automated collection; review subject and Gilligan flag manually.
,2020-03-27T20:30:54+00:00,,review,https://www.slashfilm.com/573208/star-wars-the-rise-of-skywalker-kylo-ren-plot-holes/,,,,Automated collection; review subject and Gilligan flag manually.
Focus Features Releases,2020-03-27T21:00:42+00:00,,review,https://www.slashfilm.com/573201/never-rarely-sometimes-always-digital-release/,,,,Automated collection; review subject and Gilligan flag manually.
Netflix Making A,2020-03-27T21:22:01+00:00,,review,https://www.slashfilm.com/573214/dragons-lair-movie-ryan-reynolds/,,,,Automated collection; review subject and Gilligan flag manually.
Hear An Exclusive Track From The,2020-03-27T21:30:36+00:00,,review,https://www.slashfilm.com/573188/swallow-soundtrack/,,,,Automated collection; review subject and Gilligan flag manually.
Joel Coen,2020-03-27T22:00:28+00:00,,review,https://www.slashfilm.com/573197/joel-coens-macbeth-movie-delayed/,,,,Automated collection; review subject and Gilligan flag manually.
"The Emmys Still On Track For September, But Deadlines Have Been Shifted And Campaigning Suspended - SlashFilm",2020-03-27T22:30:43+00:00,,review,https://www.slashfilm.com/573196/emmy-voting-delayed-campaigning-suspended/,,,,Automated collection; review subject and Gilligan flag manually.
,2020-03-27T23:00:27+00:00,,review,https://www.slashfilm.com/573190/dirty-john-the-betty-broderick-story-trailer/,,,,Automated collection; review subject and Gilligan flag manually.
,2020-03-27T23:30:33+00:00,,review,https://www.slashfilm.com/573195/doctor-who-rose-prequel-russell-t-davies-chris-chibnall/,,,,Automated collection; review subject and Gilligan flag manually.
,2020-03-28T00:00:01+00:00,,review,https://www.slashfilm.com/573212/the-hail-mary/,,,,Automated collection; review subject and Gilligan flag manually.
,2020-03-28T00:30:11+00:00,,review,https://www.slashfilm.com/573181/jaws-musical-bruce/,,,,Automated collection; review subject and Gilligan flag manually.
"Superhero Bits: Comic Creators Want A New Marvel Vs DC Crossover, Evangeline Lilly Apologizes & More - SlashFilm",2020-03-28T01:00:13+00:00,,review,https://www.slashfilm.com/573205/superhero-bits-1928/,,,,Automated collection; review subject and Gilligan flag manually.
The Quarantine Stream:,2020-03-28T16:00:24+00:00,,review,https://www.slashfilm.com/573179/the-quarantine-stream-nailed-it/,,,,Automated collection; review subject and Gilligan flag manually.
Trailer Round-Up:,2020-03-28T17:00:26+00:00,,review,https://www.slashfilm.com/573202/trailer-round-up-3/,,,,Automated collection; review subject and Gilligan flag manually.
"Edgar Wright Lists His 100 Favorite Comedies, Including",2020-03-28T18:00:56+00:00,,review,https://www.slashfilm.com/573114/edgar-wrights-favorite-comedies/,,,,Automated collection; review subject and Gilligan flag manually.
"Theme Park Bits: Coronavirus, and...Well, That",2020-03-28T19:00:16+00:00,,review,https://www.slashfilm.com/573058/theme-park-bits-coronavirus-and-well-thats-about-it/,,,,Automated collection; review subject and Gilligan flag manually.
Kevin Smith Recorded A,2020-03-28T20:00:46+00:00,,review,https://www.slashfilm.com/573215/jay-and-silent-bob-reboot-commentary-track/,,,,Automated collection; review subject and Gilligan flag manually.
"This Week In Trailers: Bias, Find Your Groove, Stray, The Iliza Shlesinger Sketch Show - SlashFilm",2020-03-29T15:00:39+00:00,,review,https://www.slashfilm.com/573186/this-week-in-trailers-bias-find-your-groove-blackaf-stray-the-iliza-shlesinger-sketch-show/,,,,Automated collection; review subject and Gilligan flag manually.
The Quarantine Stream:,2020-03-29T16:00:33+00:00,,review,https://www.slashfilm.com/573206/the-quarantine-stream-i-think-you-should-leave/,,,,Automated collection; review subject and Gilligan flag manually.
TV Bits:,2020-03-29T17:00:10+00:00,,review,https://www.slashfilm.com/573056/tv-bits-23/,,,,Automated collection; review subject and Gilligan flag manually.
Off-Broadway,2020-03-29T18:00:07+00:00,,review,https://www.slashfilm.com/572918/all-the-natalie-portmans/,,,,Automated collection; review subject and Gilligan flag manually.
,2020-03-29T19:00:33+00:00,,review,https://www.slashfilm.com/573213/the-main-event-trailer/,,,,Automated collection; review subject and Gilligan flag manually.
"Nickelodeon Airing A Town Hall For Kids About Coronavirus, Hosted By Kristen Bell, On March 30 - SlashFilm",2020-03-29T20:00:56+00:00,,review,https://www.slashfilm.com/573218/nickelodeon-coronavirus-town-hall/,,,,Automated collection; review subject and Gilligan flag manually.
