title,date,subject,gilligan_related,url,author,section,subject_type,notes
How Gunsmoke Led To The Demise Of Gilligan's Island,2024-04-22T14:00:21+00:00,Gilligan's Island,yes,https://www.slashfilm.com/1563997/how-gunsmoke-led-to-gilligans-island-demise/,,,,Gilligan-related; manual review required
Gilligan's Island Based Ginger Grant Off Of Two Classic Actresses,2024-05-04T16:00:07+00:00,Gilligan's Island,yes,https://www.slashfilm.com/1569140/gilligans-island-ginger-grant-inspiration/,,,,Gilligan-related; manual review required
Jerry Van Dyke Could Have Starred In Gilligan's Island If He Hadn't Hated The Script,2024-05-11T12:00:42+00:00,Gilligan's Island,yes,https://www.slashfilm.com/1578808/jerry-van-dyke-hated-gilligans-island-script/,,,,Gilligan-related; manual review required
Jim Backus' Gilligan's Island Casting Caused Last Minute Rewrites,2024-05-18T18:45:00+00:00,Jim Backus,yes,https://www.slashfilm.com/1583282/jim-backus-gilligans-island-casting-script-rewrites/,,,,Gilligan-related; manual review required
CBS Tried To Manipulate Gilligan's Island Behind The Creator's Back,2024-05-25T12:45:00+00:00,Gilligan's Island,yes,https://www.slashfilm.com/1586951/cbs-manipulate-gilligans-island-pilot-behind-creator-back/,,,,Gilligan-related; manual review required
Filming The Pilot Of Gilligan's Island Came With Piles Of Frogs,2024-05-28T03:00:16+00:00,Gilligan's Island,yes,https://www.slashfilm.com/1587318/gilligans-island-pilot-hawaii-frogs/,,,,Gilligan-related; manual review required
The Time A Young Kurt Russell Appeared In Gilligan's Island,2024-06-03T12:45:55+00:00,Gilligan's Island,yes,https://www.slashfilm.com/1590849/gilligans-island-kurt-russell-role/,,,,Gilligan-related; manual review required
How Tina Louise Really Felt About Gilligan's Island,2024-06-15T22:45:59+00:00,Tina Louise,yes,https://www.slashfilm.com/1599694/gilligans-island-tina-louise-cleared-rumor/,,,,Gilligan-related; manual review required
Gilligan's Island Only Got Made Because Of A Random Gas Station Attendant,2024-06-19T15:00:25+00:00,Gilligan's Island,yes,https://www.slashfilm.com/1603108/gilligans-island-pitch-gas-station-attendant-theme-song/,,,,Gilligan-related; manual review required
Gilligan's Island Creator Set The Record Straight On A Rumor Over The Show's Origin,2024-06-22T18:45:27+00:00,Gilligan's Island,yes,https://www.slashfilm.com/1592769/gilligans-island-robinson-crusoe-origin-idea-debunked/,,,,Gilligan-related; manual review required
CBS Wanted To Remove The Titular Island From Gilligan's Island,2024-06-30T12:00:00+00:00,Gilligan's Island,yes,https://www.slashfilm.com/1610923/gilligans-island-cbs-no-island-gilligans-travels/,,,,Gilligan-related; manual review required
A Simple Belly Button Got Gilligan's Island In Trouble With Censors,2024-06-30T15:00:45+00:00,Gilligan's Island,yes,https://www.slashfilm.com/1609466/gilligans-island-mary-ann-ginger-censorship/,,,,Gilligan-related; manual review required
The CBS Exec That Greenlit Gilligan's Island Absolutely Hated The Show,2024-07-06T11:00:36+00:00,Gilligan's Island,yes,https://www.slashfilm.com/1613358/gilligans-island-approved-cbs-exec-hated-show/,,,,Gilligan-related; manual review required
Gilligan's Island Put Potential Skipper Actors Through A 'Merciless' Test Scene,2024-07-12T22:00:43+00:00,Gilligan's Island,yes,https://www.slashfilm.com/1619883/gilligans-island-tough-skipper-casting-scene/,,,,Gilligan-related; manual review required
The Creator Of Gilligan's Island Wrote The Pilot In Unimaginable Pain,2024-07-13T17:00:20+00:00,Gilligan's Island,yes,https://www.slashfilm.com/1615683/gilligans-island-creator-pilot-back-injury/,,,,Gilligan-related; manual review required
How The Howells Had So Many Clothes While Stranded On Gilligan,2024-07-13T17:45:13+00:00,Gilligan's Island,yes,https://www.slashfilm.com/1620261/gilligans-island-where-howells-clothes-came-from/,,,,Gilligan-related; manual review required
Destroying The Gilligan's Island Boat Hilariously Mystified A Local Old Man,2024-07-19T12:45:00+00:00,Gilligan's Island,yes,https://www.slashfilm.com/1625007/gilligans-island-ss-minnow-destruction-local-reaction/,,,,Gilligan-related; manual review required
Ginger Had To Be Totally Changed When Tina Louise Joined Gilligan,2024-07-20T11:00:06+00:00,Tina Louise,yes,https://www.slashfilm.com/1626496/gilligans-island-ginger-tina-louise-changes/,,,,Gilligan-related; manual review required
One Of The Professor's Experiments On Gilligan's Island Saved A Real Family's Lives,2024-07-20T17:00:00+00:00,Gilligan's Island,yes,https://www.slashfilm.com/1625026/gilligans-island-professor-balloon-experiment-saved-real-family/,,,,Gilligan-related; manual review required
Gilligan's Island Was Almost Killed By The Kennedy Assassination,2024-07-20T21:45:05+00:00,Gilligan's Island,yes,https://www.slashfilm.com/1625483/gilligans-island-pilot-kennedy-assassination/,,,,Gilligan-related; manual review required
Getting To Gilligan's Island's Set Put The Crew At Risk Of A Real Crash Landing,2024-07-21T12:00:50+00:00,Gilligan's Island,yes,https://www.slashfilm.com/1626269/gilligans-island-crew-crash-landing-risk/,,,,Gilligan-related; manual review required
The Radio Announcer On Gilligan's Island Is A Familiar Face For Star Trek Fans,2024-07-27T13:45:00+00:00,Gilligan's Island,yes,https://www.slashfilm.com/1629577/gilligans-island-radio-announcer-star-trek-charles-maxwell/,,,,Gilligan-related; manual review required
"Gilligan's Island Spawned A Western Knock-Off, But It Was A Huge Flop",2024-07-27T17:45:31+00:00,Gilligan's Island,yes,https://www.slashfilm.com/1629987/gilligans-island-western-knock-off-flop-dustys-trail/,,,,Gilligan-related; manual review required
Adam West's Batman Series Snuck In A Subtle Gilligan's Island Easter Egg,2024-07-27T22:45:37+00:00,Gilligan's Island,yes,https://www.slashfilm.com/1629418/adam-west-batman-series-gilligans-island-easter-egg/,,,,Gilligan-related; manual review required
"Where Is Gilligan's Island Located? Well, It's Complicated",2024-07-28T12:45:00+00:00,Gilligan's Island,yes,https://www.slashfilm.com/1629558/gilligans-island-location-complicated/,,,,Gilligan-related; manual review required
Gilligan's Island Had Two Animated Spin-Offs You Probably Forgot About,2024-08-05T13:45:21+00:00,Gilligan's Island,yes,https://www.slashfilm.com/1633112/gilligans-island-animated-spin-offs/,,,,Gilligan-related; manual review required
The Real Reason Russell Johnson & Dawn Wells Weren't In The Gilligan's Island Opening,2024-08-10T18:45:19+00:00,Russell Johnson,yes,https://www.slashfilm.com/1636595/russell-johnson-dawn-wells-gilligans-island-opening/,,,,Gilligan-related; manual review required
This Classic Hollywood Multi-Hyphenate Set Her Sights On Gilligan,2024-08-11T00:00:32+00:00,Gilligan's Island,yes,https://www.slashfilm.com/1636708/classic-hollywood-multi-hyphenate-set-sights-on-gilligans-island/,,,,Gilligan-related; manual review required
A Character Actor You Loved To Hate Almost Played The Professor On Gilligan,2024-08-11T22:45:57+00:00,Gilligan's Island,yes,https://www.slashfilm.com/1634965/dabney-coleman-the-professor-gilligans-island/,,,,Gilligan-related; manual review required
Did Two Gilligan's Island Stars Hate Each Other? The Behind-The-Scenes Drama Explained,2024-08-15T21:00:18+00:00,Bob Denver,yes,https://www.slashfilm.com/1643144/bob-denver-tina-louise-couldnt-stand-each-other-gilligans-island/,,,,Gilligan-related; manual review required
Why Russell Johnson Replaced John Gabriel As The Professor On Gilligan,2024-08-18T00:00:53+00:00,Russell Johnson,yes,https://www.slashfilm.com/1641249/russell-johnson-john-gabriel-the-professor-gilligans-island/,,,,Gilligan-related; manual review required
"Dawn Wells Was Crushing On A Gilligan's Island Co-Star, But The Timing Wasn't Right",2024-08-18T21:45:11+00:00,Russell Johnson,yes,https://www.slashfilm.com/1642149/dawn-wells-gilligans-island-co-star-russell-johnson-crush/,,,,Gilligan-related; manual review required
The Unaired Gilligan's Island Pilot Marooned Remained Hidden For 29 Years,2024-08-25T14:00:47+00:00,Gilligan's Island,yes,https://www.slashfilm.com/1643886/gilligans-island-unaired-pilot-marooned/,,,,Gilligan-related; manual review required
Natalie Schafer Only Joined Gilligan's Island For One Reason,2024-08-31T14:00:12+00:00,Natalie Schafer,yes,https://www.slashfilm.com/1653622/natalie-schafer-joined-gilligans-island-reason-hawaii-trip/,,,,Gilligan-related; manual review required
What Happened To Bob Denver After Gilligan's Island?,2024-08-31T21:45:23+00:00,Bob Denver,yes,https://www.slashfilm.com/1653457/what-happened-bob-devner-after-gilligans-island/,,,,Gilligan-related; manual review required
The Star Of Gilligan's Island Made A Bold Prediction About Warren Beatty,2024-09-02T01:00:13+00:00,Gilligan's Island,yes,https://www.slashfilm.com/1653563/gilligans-island-star-warren-beatty-prediction/,,,,Gilligan-related; manual review required
What Happened To Dawn Wells After Gilligan's Island?,2024-09-07T13:45:28+00:00,Dawn Wells,yes,https://www.slashfilm.com/1656841/what-happened-dawn-wells-after-gilligans-island/,,,,Gilligan-related; manual review required
The Gilligan's Island Character Raquel Welch Almost Played,2024-09-07T20:00:44+00:00,Gilligan's Island,yes,https://www.slashfilm.com/1652780/raquel-welch-mary-ann-summers-gilligans-island/,,,,Gilligan-related; manual review required
Gilligan's Island Creator Sherwood Schwartz Was Almost Fired From The Series,2024-09-08T01:00:55+00:00,Gilligan's Island,yes,https://www.slashfilm.com/1658105/gilligans-island-creator-sherwood-schwartz-almost-fired/,,,,Gilligan-related; manual review required
Bob Denver's Acting Career Was Almost Derailed Years Before Gilligan's Island,2024-09-13T11:45:18+00:00,Bob Denver,yes,https://www.slashfilm.com/1661424/bob-denver-acting-career-almost-derailed-before-gilligans-island/,,,,Gilligan-related; manual review required
What Happened To Jim Backus After Gilligan's Island,2024-09-13T21:00:42+00:00,Jim Backus,yes,https://www.slashfilm.com/1662054/what-happened-jim-backus-after-gilligans-island/,,,,Gilligan-related; manual review required
The Coast Guard Wanted To Pay Tribute To Gilligan's Island Star Alan Hale Jr. After His Death,2024-09-14T11:00:12+00:00,Alan Hale Jr.,yes,https://www.slashfilm.com/1659329/alan-hale-jr-gilligans-island-star-death-coast-guard-tribute/,,,,Gilligan-related; manual review required
5 Different Actresses Replaced Tina Louise As Ginger After Gilligan,2024-09-15T03:00:00+00:00,Tina Louise,yes,https://www.slashfilm.com/1661745/actresses-replaced-tina-louise-ginger-after-gilligans-island/,,,,Gilligan-related; manual review required
Gilligan's Island Creator Sherwood Schwartz Credited One Thing For The Show's Success,2024-09-16T00:00:03+00:00,Gilligan's Island,yes,https://www.slashfilm.com/1662307/sherwood-schwartz-gilligans-island-success-credit-costumes/,,,,Gilligan-related; manual review required
"Before Gilligan's Island, Tina Louise & Bob Denver Starred In Another Beach-Themed Project",2024-09-17T15:00:36+00:00,Bob Denver,yes,https://www.slashfilm.com/1661478/tina-louise-bob-denver-beach-project-before-gilligans-island/,,,,Gilligan-related; manual review required
The Skipper Was Gilligan's Island Star Alan Hale Jr.'s Favorite Role For A Good Reason,2024-09-18T12:45:45+00:00,Alan Hale Jr.,yes,https://www.slashfilm.com/1666760/alan-hale-jr-gilligans-island-the-skipper-favorite-role-reason/,,,,Gilligan-related; manual review required
An Unmade Gilligan's Island Movie With Josh Gad Landed Warner Bros. In Legal Hot Water,2024-09-21T15:00:46+00:00,Gilligan's Island,yes,https://www.slashfilm.com/1664476/josh-gad-gilligans-island-movie-warner-bros-lawsuit/,,,,Gilligan-related; manual review required
Natalie Schafer Thought Gilligan's Island Was Going To Be A Huge Flop,2024-09-22T12:45:37+00:00,Natalie Schafer,yes,https://www.slashfilm.com/1662655/natalie-schafer-gilligans-island-flop/,,,,Gilligan-related; manual review required
Sherwood Schwartz Had One Worry About Casting Bob Denver In Gilligan,2024-09-22T16:00:05+00:00,Bob Denver,yes,https://www.slashfilm.com/1666428/sherwood-schwartz-bob-denver-gilligans-island-casting-worry/,,,,Gilligan-related; manual review required
What Happened To Russell Johnson After Gilligan's Island,2024-09-23T10:00:00+00:00,Russell Johnson,yes,https://www.slashfilm.com/1662869/what-happened-russell-johnson-after-gilligans-island/,,,,Gilligan-related; manual review required
What Happened To Alan Hale Jr. After Gilligan's Island?,2024-09-28T21:45:17+00:00,Alan Hale Jr.,yes,https://www.slashfilm.com/1669836/what-happened-alan-hale-jr-after-gilligans-island/,,,,Gilligan-related; manual review required
The Gilligan's Island Guest Star That Made Russell Johnson Lose His Cool,2024-09-29T18:00:00+00:00,Russell Johnson,yes,https://www.slashfilm.com/1672757/russell-johnson-gilligans-island-guest-star-don-rickles-lose-cool/,,,,Gilligan-related; manual review required
Natalie Schafer's Gilligan's Island Casting Made Her Cry (But Not In A Good Way),2024-10-04T21:00:57+00:00,Natalie Schafer,yes,https://www.slashfilm.com/1678910/natalie-schafer-gilligans-island-casting-cry/,,,,Gilligan-related; manual review required
Why Russell Johnson Came To Regret Playing The Professor On Gilligan,2024-10-06T10:30:00+00:00,Russell Johnson,yes,https://www.slashfilm.com/1680089/russell-johnson-gilligans-island-the-professor-regret/,,,,Gilligan-related; manual review required
Natalie Schafer's Gilligan's Island Contract Allegedly Had A Unique Stipulation,2024-10-06T12:45:12+00:00,Natalie Schafer,yes,https://www.slashfilm.com/1676665/natalie-schafer-gilligans-island-contract-stipulation/,,,,Gilligan-related; manual review required
Sherwood Schwartz Wanted Michael Cera & Beyonce To Play These Gilligan,2024-10-07T15:00:29+00:00,Gilligan's Island,yes,https://www.slashfilm.com/1676968/gilligans-island-creator-michael-cera-beyonce-remake/,,,,Gilligan-related; manual review required
The Gilligan's Island Detail Most Fans Never Noticed About The Skipper,2024-10-10T15:00:18+00:00,Gilligan's Island,yes,https://www.slashfilm.com/1679869/gilligans-island-detail-the-skipper-real-name/,,,,Gilligan-related; manual review required
Russell Johnson & Alan Hale Jr. Were In A Western Together Before Gilligan,2024-10-10T21:00:35+00:00,Alan Hale Jr.,yes,https://www.slashfilm.com/1684518/russell-johnson-alan-hale-jr-western-before-gilligans-island/,,,,Gilligan-related; manual review required
Why Gilligan's Island Star Alan Hale Jr. Wasn't Allowed To Lose Weight As The Skipper,2024-10-11T12:45:35+00:00,Alan Hale Jr.,yes,https://www.slashfilm.com/1673503/alan-hale-jr-gilligans-island-the-skipper-star-not-allowed-lose-weight/,,,,Gilligan-related; manual review required
"The Best Episode Of Gilligan's Island, According To IMDb",2024-10-11T17:00:31+00:00,Gilligan's Island,yes,https://www.slashfilm.com/1684878/gilligans-island-best-episode-imdb/,,,,Gilligan-related; manual review required
Two Gunsmoke Locations Make A Sneaky Appearance In Gilligan's Island,2024-10-11T22:00:47+00:00,Gilligan's Island,yes,https://www.slashfilm.com/1684155/gilligans-island-gunsmoke-locations/,,,,Gilligan-related; manual review required
What Happened To Tina Louise After Gilligan's Island?,2024-10-12T13:45:32+00:00,Tina Louise,yes,https://www.slashfilm.com/1684541/what-happened-tina-louise-after-gilligans-island/,,,,Gilligan-related; manual review required
How Bob Denver & Dawn Wells Really Felt About Working Together On Gilligan,2024-10-19T11:00:43+00:00,Bob Denver,yes,https://www.slashfilm.com/1690279/bob-devner-dawn-wells-gilligans-island-working-together-feelings/,,,,Gilligan-related; manual review required
The Only Gilligan's Island Actors To Appear In Every Episode,2024-10-19T19:00:56+00:00,Gilligan's Island,yes,https://www.slashfilm.com/1691409/gilligans-island-actors-in-every-episode/,,,,Gilligan-related; manual review required
Where To Watch Gilligan's Island - Is It Available To Stream For Free?,2024-10-19T21:00:43+00:00,Gilligan's Island,yes,https://www.slashfilm.com/1691427/where-watch-gilligans-island-available-stream-free/,,,,Gilligan-related; manual review required
What Happened To Natalie Schafer After Gilligan's Island?,2024-10-20T16:36:00+00:00,Natalie Schafer,yes,https://www.slashfilm.com/1692930/what-happened-natalie-schafer-after-gilligans-island/,,,,Gilligan-related; manual review required
Gilligan's Island Creator Sherwood Schwartz Once Revealed His Pre-Cancellation Plans,2024-10-20T20:30:00+00:00,Gilligan's Island,yes,https://www.slashfilm.com/1690471/gilligans-island-creator-sherwood-schwartz-pre-cancellation-plans/,,,,Gilligan-related; manual review required
Dawn Wells' Favorite Gilligan's Island Episode Paid Tribute To Agatha Christie,2024-10-24T12:45:27+00:00,Dawn Wells,yes,https://www.slashfilm.com/1694757/dawn-wells-favorite-gilligans-island-episode-agatha-christie-tribute/,,,,Gilligan-related; manual review required
"The Unsung Hero Of Gilligan's Island, According To Bob Denver",2024-10-24T22:00:24+00:00,Bob Denver,yes,https://www.slashfilm.com/1694926/bob-denver-gilligans-island-unsung-hero-russell-johnson/,,,,Gilligan-related; manual review required
What Went Wrong With The Original Gilligan's Island Pilot,2024-10-26T19:00:26+00:00,Gilligan's Island,yes,https://www.slashfilm.com/1696863/gilligans-island-original-pilot-what-went-wrong/,,,,Gilligan-related; manual review required
Russell Johnson Served A Key Role As The Professor On Gilligan,2024-10-27T19:45:05+00:00,Russell Johnson,yes,https://www.slashfilm.com/1697158/russell-johnson-the-professor-gilligans-island-role/,,,,Gilligan-related; manual review required
Dawn Wells Once Revealed Her Surprisingly Low Paycheck For Gilligan,2024-10-27T22:45:08+00:00,Dawn Wells,yes,https://www.slashfilm.com/1695679/dawn-wells-gilligans-island-salary/,,,,Gilligan-related; manual review required
Tina Louise Dropped Out Of A Carol Burnett Project To Star In Gilligan,2024-10-31T22:00:42+00:00,Tina Louise,yes,https://www.slashfilm.com/1701768/tina-louise-dropped-out-carol-burnett-project-star-gilligans-island/,,,,Gilligan-related; manual review required
"Where Was Gilligan's Island Filmed? Every Major Location, Revealed",2024-11-02T10:00:43+00:00,Gilligan's Island,yes,https://www.slashfilm.com/1700561/where-was-gilligans-island-filmed-locations/,,,,Gilligan-related; manual review required
Gilligan's Island Creator Sherwood Schwartz's Favorite Episode Was Also The 'Most Meaningful',2024-11-02T13:45:40+00:00,Gilligan's Island,yes,https://www.slashfilm.com/1696485/gilligans-island-creator-sherwood-schwartz-favorite-episode/,,,,Gilligan-related; manual review required
Gilligan's Island Star Alan Hale Jr. Put His Safety On The Line To Play The Skipper,2024-11-02T20:45:52+00:00,Alan Hale Jr.,yes,https://www.slashfilm.com/1701627/alan-hale-jr-gilligans-island-the-skipper-safety-risks/,,,,Gilligan-related; manual review required
"Gilligan's Island Spawned A Forgotten, Survivor-Style Reality Show",2024-11-03T12:00:46+00:00,Gilligan's Island,yes,https://www.slashfilm.com/1701712/gilligans-island-reality-show/,,,,Gilligan-related; manual review required
How Bob Denver Felt About Gilligan's Island Forever Defining His Legacy,2024-11-04T01:00:00+00:00,Bob Denver,yes,https://www.slashfilm.com/1701782/bob-denver-gilligans-island-legacy-feelings/,,,,Gilligan-related; manual review required
One Of The Best James Bond Villains Ever Guest Starred On Gilligan,2024-11-09T14:45:11+00:00,Gilligan's Island,yes,https://www.slashfilm.com/1709030/james-bond-villain-jaws-actor-richard-kiel-gilligans-island/,,,,Gilligan-related; manual review required
Tina Louise Changed Her Mind About Gilligan's Island After A Moving Fan Encounter,2024-11-09T21:45:20+00:00,Tina Louise,yes,https://www.slashfilm.com/1702451/tina-louise-changed-mind-gilligans-island-fan-encounter/,,,,Gilligan-related; manual review required
Why Tina Louise Once Refused To Shoot A Gilligan's Island Scene,2024-11-10T11:00:00+00:00,Tina Louise,yes,https://www.slashfilm.com/1709249/why-tina-louise-refused-shoot-gilligans-island-scene/,,,,Gilligan-related; manual review required
How Gilligan's Island Star Russell Johnson Really Felt About Working With Tina Louise,2024-11-10T22:45:00+00:00,Russell Johnson,yes,https://www.slashfilm.com/1709273/russell-johnson-gilligans-island-tina-louise-feelings/,,,,Gilligan-related; manual review required
"The Worst Episode Of Gilligan's Island, According To IMDb",2024-11-15T18:00:42+00:00,Gilligan's Island,yes,https://www.slashfilm.com/1709117/gilligans-island-worst-episode-imdb/,,,,Gilligan-related; manual review required
Who Did Voice Acting Legend Mel Blanc Play On Gilligan's Island?,2024-11-16T11:00:30+00:00,Gilligan's Island,yes,https://www.slashfilm.com/1712894/mel-blanc-gilligans-island-roles-explained/,,,,Gilligan-related; manual review required
The Original Gilligan's Island Castaways Included Two Very Different Characters,2024-11-17T04:00:00+00:00,Gilligan's Island,yes,https://www.slashfilm.com/1713023/gilligans-island-original-castaways-different-characters-secretaries/,,,,Gilligan-related; manual review required
Movies & TV Shows Like Gilligan's Island You Should Definitely Check Out,2024-11-18T04:00:27+00:00,Gilligan's Island,yes,https://www.slashfilm.com/1711754/movies-tv-shows-like-gilligans-island/,,,,Gilligan-related; manual review required
Alan Hale Jr. Went To Extreme Lengths To Land His Gilligan's Island Role,2024-11-23T18:00:11+00:00,Alan Hale Jr.,yes,https://www.slashfilm.com/1720416/alan-hale-jr-gilligans-island-role-extreme-lengths/,,,,Gilligan-related; manual review required
Gilligan's Island Star Russell Johnson Had Difficulties Adjusting To His Fame,2024-11-24T21:45:54+00:00,Russell Johnson,yes,https://www.slashfilm.com/1720462/russell-johnson-gilligans-island-fame-difficulties/,,,,Gilligan-related; manual review required
Were The Mosquitoes From Gilligan's Island A Real Band?,2024-12-01T02:00:05+00:00,Gilligan's Island,yes,https://www.slashfilm.com/1725501/gilligans-island-the-mosquitoes-real-band/,,,,Gilligan-related; manual review required
The Hilarious Reason The Gilligan's Island Boat Is Named S.S. Minnow,2024-12-02T00:00:00+00:00,Gilligan's Island,yes,https://www.slashfilm.com/1725834/gilligans-island-boat-ss-minnow-name-reason/,,,,Gilligan-related; manual review required
Why Jim Backus Only Has A Cameo In The Harlem Globetrotters On Gilligan,2024-12-02T04:00:27+00:00,Jim Backus,yes,https://www.slashfilm.com/1725510/jim-backus-the-harlem-globetrotters-on-gilligans-island-cameo/,,,,Gilligan-related; manual review required
Who Sang The Iconic Gilligan's Island Theme Song?,2024-12-09T22:45:32+00:00,Gilligan's Island,yes,https://www.slashfilm.com/1727982/gilligans-island-theme-song-singers/,,,,Gilligan-related; manual review required
Sherwood Schwartz Almost Added A Dinosaur To Gilligan's Island,2024-12-10T22:45:23+00:00,Gilligan's Island,yes,https://www.slashfilm.com/1734640/sherwood-schwartz-gilligans-island-dinosaur/,,,,Gilligan-related; manual review required
The 5 Funniest Mistakes That Made It Into Gilligan's Island,2024-12-12T12:45:27+00:00,Gilligan's Island,yes,https://www.slashfilm.com/1735134/gilligans-island-mistakes/,,,,Gilligan-related; manual review required
The Disturbing Gilligan's Island Eighth Passenger Theories Explained,2024-12-14T16:15:00+00:00,Gilligan's Island,yes,https://www.slashfilm.com/1734840/gilligans-island-eight-passenger-theories-explained/,,,,Gilligan-related; manual review required
The Harlem Globetrotters On Gilligan's Island Almost Featured A Different Team,2024-12-17T11:45:20+00:00,Gilligan's Island,yes,https://www.slashfilm.com/1729530/the-harlem-globetrotters-on-gilligans-island-almost-different-team/,,,,Gilligan-related; manual review required
"The 5 Best Guest Stars On Gilligan's Island, Ranked",2024-12-21T16:45:56+00:00,Gilligan's Island,yes,https://www.slashfilm.com/1739111/gilligans-island-best-guest-stars-ranked/,,,,Gilligan-related; manual review required
The Seven Deadly Sins Connection Fans Missed In Gilligan's Island,2024-12-21T23:45:35+00:00,Gilligan's Island,yes,https://www.slashfilm.com/1739345/gilligans-island-seven-deadly-sins/,,,,Gilligan-related; manual review required
There's Only One Gilligan's Island Christmas Episode,2024-12-28T11:00:00+00:00,Gilligan's Island,yes,https://www.slashfilm.com/1747453/gilligans-island-christmas-episode/,,,,Gilligan-related; manual review required
"Gilligan's Island: Every Main Character, Ranked",2024-12-28T21:45:12+00:00,Gilligan's Island,yes,https://www.slashfilm.com/1743264/gilligans-island-main-characters-ranked/,,,,Gilligan-related; manual review required
