title,date,subject,gilligan_related,url,author,section,subject_type,notes
Charlie Kaufman Once Pitched a Gilligan's Island Reboot Filled With Murder and Cannibalism,2021-10-13T21:51:27+00:00,Gilligan's Island,yes,https://www.slashfilm.com/632400/charlie-kaufman-once-pitched-a-gilligans-island-reboot-filled-with-murder-and-cannibalism/,,,,Gilligan-related; manual review required
The unexpected prop Star Trek borrowed from Gilligan's Island,2021-10-27T17:41:40+00:00,Gilligan's Island,yes,https://www.slashfilm.com/644842/the-unexpected-prop-star-trek-borrowed-from-gilligans-island/,,,,Gilligan-related; manual review required
